Date,T,U
2018-08-13,18.204166666666662,67.58333333333333
2018-08-14,18.7625,75.20833333333333
2018-08-15,20.258333333333336,66.41666666666667
2018-08-16,22.10416666666667,57.5
2018-08-17,22.854166666666668,56.166666666666664
2018-08-18,22.845833333333335,58.833333333333336
2018-08-19,23.870833333333334,44.291666666666664
2018-08-20,23.179166666666664,52.958333333333336
2018-08-21,23.287499999999994,57.166666666666664
2018-08-22,24.883333333333336,50.583333333333336
2018-08-23,23.420833333333334,56.083333333333336
2018-08-24,18.51666666666667,74.75
2018-08-25,14.766666666666667,65.91666666666667
2018-08-26,14.02083333333333,58.791666666666664
2018-08-27,16.083333333333332,62.208333333333336
2018-08-28,19.129166666666666,59.041666666666664
2018-08-29,20.62083333333333,58.0
2018-08-30,18.55,65.66666666666667
2018-08-31,15.491666666666665,72.04166666666667
2018-09-01,4.5625,86.5
2018-09-02,-2.270833333333333,88.45833333333333
2018-09-03,4.616666666666666,91.45833333333333
2018-09-04,13.387500000000001,64.54166666666667
2018-09-05,18.633333333333333,54.541666666666664
2018-09-06,22.77083333333333,64.20833333333333
2018-09-07,21.8125,47.0
2018-09-08,24.429166666666664,58.541666666666664
2018-09-09,16.820833333333333,58.5
2018-09-10,12.887500000000003,85.29166666666667
2018-09-11,8.354166666666666,94.29166666666667
2018-09-12,7.291666666666668,79.58333333333333
2018-09-13,18.412499999999998,73.375
2018-09-14,17.366666666666664,76.45833333333333
2018-09-15,16.941666666666666,59.916666666666664
2018-09-16,15.808333333333337,58.375
2018-09-17,17.947826086956518,54.47826086956522
2018-09-18,20.504166666666666,54.833333333333336
2018-09-19,22.637500000000003,55.208333333333336
2018-09-20,21.925,56.041666666666664
2018-09-21,18.375,67.41666666666667
2018-09-22,13.000000000000002,69.73913043478261
2018-09-23,13.679166666666667,88.125
2018-09-24,10.54583333333333,66.16666666666667
2018-09-25,9.074999999999998,66.54166666666667
2018-09-26,9.354166666666666,65.41666666666667
2018-09-27,13.020833333333334,62.708333333333336
2018-09-28,13.0,66.41666666666667
2018-09-29,10.525,56.875
2018-09-30,10.174999999999999,63.791666666666664
2018-10-01,4.833333333333333,89.875
2018-10-02,0.5791666666666666,83.20833333333333
2018-10-03,8.204166666666664,92.83333333333333
2018-10-04,14.41818181818182,67.31818181818181
2018-10-05,15.441666666666665,74.16666666666667
2018-10-06,22.591666666666665,70.70833333333333
2018-10-07,18.008333333333336,55.666666666666664
2018-10-08,19.979166666666668,50.708333333333336
2018-10-09,18.608333333333334,57.416666666666664
2018-10-10,14.225,76.66666666666667
2018-10-11,9.0875,85.08333333333333
2018-10-12,4.145833333333334,79.5
2018-10-13,17.058333333333337,65.125
2018-10-14,15.862499999999997,62.5
2018-10-15,14.329166666666671,67.08333333333333
2018-10-16,14.020833333333334,70.29166666666667
2018-10-17,13.612500000000004,78.875
2018-10-18,13.216666666666663,79.33333333333333
2018-10-19,12.879166666666663,78.91666666666667
2018-10-20,12.695833333333333,69.66666666666667
2018-10-21,9.3875,70.45833333333333
2018-10-22,7.825000000000002,76.875
2018-10-23,8.399999999999999,75.29166666666667
2018-10-24,12.558333333333332,80.04166666666667
2018-10-25,12.404166666666667,78.54166666666667
2018-10-26,10.425,71.95833333333333
2018-10-27,7.279166666666666,77.29166666666667
2018-10-28,4.912,80.84
2018-10-29,5.224999999999999,86.54166666666667
2018-10-30,6.213043478260871,84.45833333333333
2018-10-31,6.862500000000002,73.70833333333333
2018-11-01,3.5208333333333326,93.5
2018-11-02,1.4374999999999998,84.91666666666667
2018-11-03,11.133333333333333,79.45833333333333
2018-11-04,12.258333333333335,76.25
2018-11-05,15.150000000000004,69.91666666666667
